contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,expiry,mid,spread
ABBV260501C00125000,2026-04-15 14:57:52+00:00,125.0,81.65,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-05-01,0.0,0.0
ABBV260501C00150000,2026-04-15 13:30:12+00:00,150.0,59.18,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-05-01,0.0,0.0
ABBV260501C00177500,2026-04-20 19:43:01+00:00,177.5,26.66,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-05-01,0.0,0.0
ABBV260501C00190000,2026-04-22 16:54:53+00:00,190.0,13.35,0.0,0.0,0.0,0.0,10.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-05-01,0.0,0.0
ABBV260501C00192500,2026-04-16 19:20:23+00:00,192.5,17.87,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-05-01,0.0,0.0
ABBV260501C00195000,2026-04-23 17:31:36+00:00,195.0,9.15,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-05-01,0.0,0.0
ABBV260501C00197500,2026-04-23 15:27:04+00:00,197.5,8.0,0.0,0.0,0.0,0.0,3.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-05-01,0.0,0.0
ABBV260501C00200000,2026-04-23 19:55:18+00:00,200.0,5.9,0.0,0.0,0.0,0.0,84.0,0,1.0000000000000003e-05,True,REGULAR,USD,call,2026-05-01,0.0,0.0
ABBV260501C00202500,2026-04-23 19:49:31+00:00,202.5,4.85,0.0,0.0,0.0,0.0,33.0,0,0.015634843750000002,False,REGULAR,USD,call,2026-05-01,0.0,0.0
ABBV260501C00205000,2026-04-23 19:55:18+00:00,205.0,3.55,0.0,0.0,0.0,0.0,53.0,0,0.0312596875,False,REGULAR,USD,call,2026-05-01,0.0,0.0
